	kieu_dang	hop_so	km_da_di	nhien_lieu	so_cho_ngoi	tinh_trang	xuat_xu	nam_sx	gia	dong_xe	hang
4071	Truck	Số sàn	440000	Dầu	3	Đã sử dụng	Lắp ráp trong nước	2000	96000000.0	Frontier	Kia
16048	Truck	Số sàn	340000	Xăng	3	Đã sử dụng	Lắp ráp trong nước	2005	132000000.0	K3000S	Kia
17761	Sedan	Số sàn	11000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2011	350000000.0	Corolla	Toyota
39695	SUV / Cross over	Tự động	12500	Xăng	7	Đã sử dụng	Nhập khẩu	2021	550000000.0	XL7	Suzuki
2734	SUV / Cross over	Tự động	0	Xăng	5	Mới	Nhập khẩu	2021	1859000000.0	X1	BMW
26710	Van/Minivan	Số sàn	72000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2017	519000000.0	Innova	Toyota
23034	Hatchback	Tự động	90000	Xăng	5	Đã sử dụng	Nhập khẩu	2009	198000000.0	Morning	Kia
23015	SUV / Cross over	Tự động	0	Xăng	7	Mới	Nhập khẩu	2021	5750000000.0	GX	Lexus
35510	Sedan	Tự động	13000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	450000000.0	Accent	Hyundai
36821	SUV / Cross over	Số sàn	170000	Dầu	7	Đã sử dụng	Nhập khẩu	2009	455000000.0	Fortuner	Toyota
1261	SUV / Cross over	Số sàn	80000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2018	558000000.0	Innova	Toyota
13692	Van/Minivan	Số sàn	300000	Dầu	6	Đã sử dụng	Nhập khẩu	2004	152000000.0	Starex	Hyundai
40221	Bán tải / Pickup	Số sàn	125000	Dầu	5	Đã sử dụng	Nhập khẩu	2015	396000000.0	Triton	Mitsubishi
35575	Sedan	Số sàn	53000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2011	496000000.0	Cclass	Mercedes Benz
10231	Hatchback	Số sàn	260000	Xăng	5	Đã sử dụng	Nhập khẩu	2009	172000000.0	I10	Hyundai
29055	Van/Minivan	Số sàn	75000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2019	510000000.0	Innova	Toyota
12415	SUV / Cross over	Số sàn	340000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2005	110000000.0	Jolie	Mitsubishi
31390	Sedan	Tự động	50000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	390000000.0	2	Mazda
20362	SUV / Cross over	Số sàn	80000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2007	228000000.0	Innova	Toyota
20691	SUV / Cross over	Tự động	240000	Xăng	5	Đã sử dụng	Nhập khẩu	2010	595000000.0	Q5	Audi
6272	Sedan	Số sàn	280000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2008	242000000.0	Civic	Honda
24557	Sedan	Tự động	80000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	588000000.0	3	Mazda
29580	Sedan	Tự động	33333	Xăng	5	Đã sử dụng	Nhập khẩu	2018	355000000.0	Attrage	Mitsubishi
6738	Hatchback	Số sàn	200000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2012	112000000.0	Morning	Kia
39860	Sedan	Số sàn	180000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2000	195000000.0	Camry	Toyota
14836	Hatchback	Tự động	80000	Xăng	5	Đã sử dụng	Nhập khẩu	2018	460000000.0	Jazz	Honda
28299	SUV / Cross over	Số sàn	25430	Dầu	7	Đã sử dụng	Lắp ráp trong nước	2008	295000000.0	Everest	Ford
38278	SUV / Cross over	Tự động	27000	Dầu	7	Đã sử dụng	Lắp ráp trong nước	2019	965000000.0	Fortuner	Toyota
7571	Sedan	Tự động	9700	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	1250000000.0	Cclass	Mercedes Benz
2382	SUV / Cross over	Tự động	0	Xăng	7	Mới	Lắp ráp trong nước	2021	630000000.0	Xpander	Mitsubishi
7017	Sedan	Tự động	70000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	479000000.0	City	Honda
25494	SUV / Cross over	Tự động	160000	Xăng	7	Đã sử dụng	Nhập khẩu	2014	679000000.0	SantaFe	Hyundai
19773	SUV / Cross over	Tự động	105500	Xăng	7	Đã sử dụng	Nhập khẩu	2010	955000000.0	Prado	Toyota
14828	Sedan	Tự động	23000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	480000000.0	Vios	Toyota
682	Sedan	Tự động	51800	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	465000000.0	Vios	Toyota
3222	Van/Minivan	Số sàn	300000	Dầu	16	Đã sử dụng	Lắp ráp trong nước	2007	148000000.0	Sprinter	Mercedes Benz
5955	Sedan	Tự động	15000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	830000000.0	6	Mazda
13344	Hatchback	Số sàn	156880	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2011	130000000.0	Morning	Kia
38205	SUV / Cross over	Số sàn	80000	Dầu	7	Đã sử dụng	Nhập khẩu	2007	175000000.0	Stavic	Ssangyong
39686	SUV / Cross over	Số sàn	100	Xăng	8	Đã sử dụng	Nhập khẩu	2002	137000000.0	Zace	Toyota
34461	Sedan	Số sàn	78000	Xăng	5	Đã sử dụng	Nhập khẩu	2010	248000000.0	Cerato	Kia
7514	Truck	Số sàn	340000	Xăng	2	Đã sử dụng	Lắp ráp trong nước	2005	74000000.0	SuperCarryTruck	Suzuki
3607	Hatchback	Số sàn	120000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	208000000.0	Morning	Kia
8880	SUV / Cross over	Tự động	40000	Xăng	7	Đã sử dụng	Nhập khẩu	2018	3680000000.0	RX	Lexus
28279	Hatchback	Số sàn	430000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2009	130000000.0	Lacetti	Daewoo
108	SUV / Cross over	Tự động	0	Dầu	7	Mới	Nhập khẩu	2020	1345000000.0	Pajero	Mitsubishi
29885	Coupe	Tự động	77000	Xăng	5	Đã sử dụng	Nhập khẩu	2011	450000000.0	Veloster	Hyundai
38022	Van/Minivan	Tự động	46000	Xăng	5	Đã sử dụng	Nhập khẩu	2018	495000000.0	Xpander	Mitsubishi
29219	Sedan	Tự động	80000	Xăng	4	Đã sử dụng	Nhập khẩu	2010	215000000.0	Camry	Toyota
38893	Van/Minivan	Tự động	68000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2011	315000000.0	Carens	Kia
15408	Sedan	Số sàn	350	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	368000000.0	Vios	Toyota
31889	SUV / Cross over	Tự động	40000	Dầu	7	Đã sử dụng	Nhập khẩu	2018	965000000.0	Everest	Ford
21582	SUV / Cross over	Tự động	180000	Xăng	5	Đã sử dụng	Nhập khẩu	2013	860000000.0	Q5	Audi
38927	Sedan	Tự động	17000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	589000000.0	Cerato	Kia
26205	SUV / Cross over	Tự động	16500	Dầu	7	Đã sử dụng	Lắp ráp trong nước	2020	1010000000.0	Fortuner	Toyota
27670	Van/Minivan	Tự động	9000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2017	585000000.0	Innova	Toyota
24670	Sedan	Số sàn	59000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	304000000.0	Vios	Toyota
24065	SUV / Cross over	Tự động	0	Xăng	4	Mới	Nhập khẩu	2021	8181000000.0	LX	Lexus
21015	Sedan	Số sàn	320000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2006	220000000.0	Civic	Honda
15145	Hatchback	Tự động	90000	Xăng	5	Đã sử dụng	Nhập khẩu	2011	215000000.0	Morning	Kia
16076	SUV / Cross over	Tự động	26000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2019	935000000.0	LUX	VinFast
29126	Sedan	Tự động	250	Xăng	5	Đã sử dụng	Nhập khẩu	2007	339000000.0	Eclass	Mercedes Benz
36650	Sedan	Tự động	116000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2007	264000000.0	Civic	Honda
37013	Sedan	Tự động	60000	Xăng	5	Đã sử dụng	Nhập khẩu	2014	598000000.0	A3	Audi
34936	Sedan	Số sàn	68000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2003	299000000.0	CorollaAltis	Toyota
16924	SUV / Cross over	Tự động	120000	Xăng	7	Đã sử dụng	Nhập khẩu	2016	305000000.0	Ertiga	Suzuki
27286	Hatchback	Số sàn	100000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2007	63000000.0	Matiz	Daewoo
12890	Bán tải / Pickup	Số sàn	120000	Dầu	5	Đã sử dụng	Nhập khẩu	2016	480000000.0	Ranger	Ford
37961	SUV / Cross over	Số sàn	79000	Xăng	5	Đã sử dụng	Nhập khẩu	2017	345000000.0	EcoSport	Ford
19062	SUV / Cross over	Tự động	0	Dầu	7	Mới	Nhập khẩu	2020	1399000000.0	Everest	Ford
39622	Sedan	Số sàn	70	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2013	345000000.0	Elantra	Hyundai
22902	Sedan	Tự động	48000	Xăng	5	Đã sử dụng	Nhập khẩu	2017	895000000.0	3	BMW
17528	SUV / Cross over	Tự động	180000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2007	245000000.0	Captiva	Chevrolet
2153	Hatchback	Tự động	0	Xăng	5	Mới	Nhập khẩu	2018	1799000000.0	Cooper	Mini
37681	Sedan	Tự động	57500	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	342000000.0	Grandi10	Hyundai
30700	Sedan	Tự động	20000	Xăng	5	Đã sử dụng	Nhập khẩu	2019	685000000.0	Civic	Honda
20956	Hatchback	Số sàn	8	Xăng	5	Đã sử dụng	Nhập khẩu	2014	229000000.0	I10	Hyundai
3020	Van/Minivan	Số sàn	200000	Dầu	29	Đã sử dụng	Lắp ráp trong nước	2017	610000000.0	County	Hyundai
40432	Sedan	Tự động	8000	Xăng	4	Đã sử dụng	Nhập khẩu	2011	935000000.0	7Series	BMW
6524	Truck	Số sàn	150000	Dầu	3	Đã sử dụng	Lắp ráp trong nước	2012	390000000.0	HD	Hyundai
7784	Truck	Số sàn	200000	Dầu	3	Đã sử dụng	Lắp ráp trong nước	2012	363000000.0	HD	Hyundai
6301	Sedan	Tự động	83000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2011	575000000.0	Cclass	Mercedes Benz
20951	Truck	Số sàn	0	Dầu	2	Mới	Nhập khẩu	2019	3500000000.0	HD	Hyundai
22144	Bán tải / Pickup	Tự động	60000	Dầu	5	Đã sử dụng	Nhập khẩu	2018	595000000.0	Ranger	Ford
15919	Hatchback	Tự động	6000	Xăng	5	Đã sử dụng	Nhập khẩu	2009	292000000.0	Yaris	Toyota
6091	Hatchback	Tự động	280000	Xăng	5	Đã sử dụng	Nhập khẩu	2008	176000000.0	Morning	Kia
32726	Hatchback	Số sàn	50000	Xăng	5	Đã sử dụng	Nhập khẩu	2009	210000000.0	Lacetti	Daewoo
2285	Bán tải / Pickup	Tự động	0	Dầu	5	Mới	Lắp ráp trong nước	2021	760000000.0	Ranger	Ford
3542	Hatchback	Số sàn	23000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	250000000.0	Morning	Kia
30403	SUV / Cross over	Tự động	4000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2020	1064000000.0	CRV	Honda
37920	Sedan	Số sàn	92000	Xăng	5	Đã sử dụng	Nhập khẩu	2019	400000000.0	Vios	Toyota
29797	Hatchback	Số sàn	111	Xăng	5	Đã sử dụng	Nhập khẩu	2015	180000000.0	Mirage	Mitsubishi
26454	SUV / Cross over	Tự động	120000	Xăng	5	Đã sử dụng	Nhập khẩu	2007	890000000.0	RX	Lexus
36200	Sedan	Số sàn	555555	Dầu	6	Đã sử dụng	Nhập khẩu	2006	145000000.0	190	Mercedes Benz
19698	SUV / Cross over	Tự động	36000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	875000000.0	3008	Peugeot
11528	Sedan	Tự động	70000	Xăng	5	Đã sử dụng	Nhập khẩu	2008	430000000.0	Camry	Toyota
24369	SUV / Cross over	Tự động	18000	Dầu	7	Đã sử dụng	Nhập khẩu	2019	1010000000.0	Everest	Ford
10924	SUV / Cross over	Tự động	80000	Dầu	7	Đã sử dụng	Nhập khẩu	2018	768000000.0	MUX	Isuzu
19357	SUV / Cross over	Tự động	78000	Dầu	7	Đã sử dụng	Lắp ráp trong nước	2017	739000000.0	Sorento	Kia
35639	Hatchback	Tự động	12130	Xăng	2	Đã sử dụng	Nhập khẩu	2007	105000000.0	Morning	Kia
36695	SUV / Cross over	Tự động	46000	Xăng	7	Đã sử dụng	Nhập khẩu	2018	650000000.0	Outlander	Mitsubishi
2576	SUV / Cross over	Tự động	0	Xăng	5	Mới	Lắp ráp trong nước	2021	629000000.0	Seltos	Kia
5244	Sedan	Tự động	260000	Xăng	5	Đã sử dụng	Nhập khẩu	2009	290000000.0	Forte	Kia
20992	Sedan	Số sàn	8000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	418000000.0	Accent	Hyundai
4924	Van/Minivan	Số sàn	120000	Dầu	16	Đã sử dụng	Lắp ráp trong nước	2016	408000000.0	Transit	Ford
20632	SUV / Cross over	Số sàn	62000	Dầu	8	Đã sử dụng	Lắp ráp trong nước	2016	670000000.0	Fortuner	Toyota
25097	Sedan	Tự động	32000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	488000000.0	City	Honda
23103	Sedan	Tự động	41000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	525000000.0	Cerato	Kia
30106	Sedan	Số sàn	150	Xăng	5	Đã sử dụng	Nhập khẩu	2017	270000000.0	Attrage	Mitsubishi
6933	SUV / Cross over	Tự động	200000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	420000000.0	EcoSport	Ford
30634	SUV / Cross over	Tự động	26000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	775000000.0	CX5	Mazda
39451	Van/Minivan	Số sàn	80000	Dầu	6	Đã sử dụng	Nhập khẩu	2015	520000000.0	Starex	Hyundai
22727	Sedan	Tự động	50000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	480000000.0	Vios	Toyota
12533	Sedan	Số sàn	55000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	435000000.0	Elantra	Hyundai
15095	Sedan	Tự động	30000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	497000000.0	Accent	Hyundai
16355	Sedan	Tự động	0	Xăng	5	Mới	Nhập khẩu	2021	499000000.0	Almera	Nissan
30083	Sedan	Số sàn	51000	Xăng	5	Đã sử dụng	Nhập khẩu	2003	215000000.0	CorollaAltis	Toyota
11623	SUV / Cross over	Số sàn	320000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2006	160000000.0	Innova	Toyota
11907	Hatchback	Số sàn	1	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2004	65000000.0	Matiz	Daewoo
18206	Sedan	Tự động	0	Xăng	5	Mới	Lắp ráp trong nước	2021	592000000.0	Elantra	Hyundai
39339	Sedan	Tự động	39000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2012	43000000.0	Civic	Honda
39575	Van/Minivan	Số sàn	170000	Dầu	16	Đã sử dụng	Lắp ráp trong nước	2015	325000000.0	Transit	Ford
5920	Van/Minivan	Tự động	101800	Xăng	2	Đã sử dụng	Nhập khẩu	2010	160000000.0	Morning	Kia
13485	Sedan	Số sàn	30000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2008	150000000.0	Gentra	Daewoo
34371	Sedan	Tự động	120000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2010	475000000.0	Camry	Toyota
9659	Van/Minivan	Tự động	10000	Dầu	7	Đã sử dụng	Lắp ráp trong nước	2019	1050000000.0	Sedona	Kia
40618	Sedan	Tự động	80000	Xăng	5	Đã sử dụng	Nhập khẩu	2011	450000000.0	6	Mazda
40671	SUV / Cross over	Tự động	40675	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	478000000.0	EcoSport	Ford
26801	Sedan	Tự động	62000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	499000000.0	Cerato	Kia
12481	Truck	Số sàn	380000	Dầu	3	Đã sử dụng	Nhập khẩu	2003	94000000.0	Libero	Hyundai
12590	Sedan	Số sàn	50000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	355000000.0	Sunny	Nissan
16161	Sedan	Tự động	39000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2015	472000000.0	K3	Kia
35926	Sedan	Tự động	5900	Xăng	5	Đã sử dụng	Nhập khẩu	2015	380000000.0	Accent	Hyundai
35431	Sedan	Tự động	50000	Xăng	5	Đã sử dụng	Nhập khẩu	2010	300000000.0	Cclass	Mercedes Benz
32789	Hatchback	Số sàn	60115	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	250000000.0	Wigo	Toyota
2752	Sedan	Số sàn	100000	Xăng	5	Đã sử dụng	Nhập khẩu	2017	268000000.0	Attrage	Mitsubishi
21026	SUV / Cross over	Tự động	240000	Xăng	7	Đã sử dụng	Nhập khẩu	2010	720000000.0	Highlander	Toyota
25167	Hatchback	Số sàn	260000	Xăng	5	Đã sử dụng	Nhập khẩu	2009	117000000.0	Getz	Hyundai
27370	Sedan	Tự động	900000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2012	450000000.0	CorollaAltis	Toyota
41103	SUV / Cross over	Tự động	88888	Xăng	7	Đã sử dụng	Nhập khẩu	2008	530000000.0	Prado	Toyota
29507	Sedan	Số sàn	10000	Xăng	5	Đã sử dụng	Nhập khẩu	1995	380000000.0	Accord	Honda
7605	SUV / Cross over	Tự động	700000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2016	630000000.0	Sorento	Kia
30962	Sedan	Tự động	30000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	551000000.0	3	Mazda
4362	Van/Minivan	Tự động	200000	Xăng	2	Đã sử dụng	Nhập khẩu	2012	140000000.0	Spark	Chevrolet
28865	Van/Minivan	Tự động	15000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	445000000.0	Ertiga	Suzuki
39594	Bán tải / Pickup	Tự động	700000	Dầu	5	Đã sử dụng	Nhập khẩu	2015	465000000.0	Ranger	Ford
28918	Sedan	Số sàn	200000	Xăng	5	Đã sử dụng	Nhập khẩu	1980	180000000.0	Crown	Toyota
32264	Van/Minivan	Số sàn	33000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	525000000.0	Rondo	Kia
2144	Bán tải / Pickup	Tự động	40000	Dầu	5	Đã sử dụng	Nhập khẩu	2016	525000000.0	Ranger	Ford
15239	Van/Minivan	Số sàn	300000	Dầu	9	Đã sử dụng	Nhập khẩu	2010	415000000.0	Starex	Hyundai
27603	Sedan	Tự động	200000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2021	470000000.0	Accent	Hyundai
37547	Sedan	Tự động	24000	Xăng	5	Đã sử dụng	Nhập khẩu	2015	890000000.0	CLAclass	Mercedes Benz
12491	Sedan	Tự động	31200	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	665000000.0	6	Mazda
15793	Bán tải / Pickup	Số sàn	240000	Dầu	5	Đã sử dụng	Nhập khẩu	2010	325000000.0	Hilux	Toyota
19198	Van/Minivan	Tự động	180000	Xăng	2	Đã sử dụng	Nhập khẩu	2013	205000000.0	Morning	Kia
24131	Sedan	Tự động	600	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2021	1579000000.0	Cclass	Mercedes Benz
19000	Truck	Số sàn	0	Dầu	3	Mới	Lắp ráp trong nước	2021	770000000.0	NQR	Isuzu
40198	Van/Minivan	Số sàn	54666	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2019	595000000.0	Innova	Toyota
6149	Truck	Số sàn	140000	Dầu	3	Đã sử dụng	Lắp ráp trong nước	2015	215000000.0	Frontier	Thaco
39229	Sedan	Tự động	70000	Xăng	5	Đã sử dụng	Nhập khẩu	2018	1310000000.0	Cclass	Mercedes Benz
39008	Van/Minivan	Số sàn	200000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2008	265000000.0	Innova	Toyota
23098	Sedan	Tự động	0	Xăng	5	Mới	Lắp ráp trong nước	2021	621000000.0	3	Mazda
3569	SUV / Cross over	Số sàn	280000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2008	228000000.0	Innova	Toyota
7562	Sedan	Số sàn	200000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2002	215000000.0	Corolla	Toyota
19535	Sedan	Tự động	140000	Xăng	5	Đã sử dụng	Nhập khẩu	2015	412000000.0	Accent	Hyundai
12059	SUV / Cross over	Số sàn	370000	Dầu	7	Đã sử dụng	Lắp ráp trong nước	2003	110000000.0	Musso	Ssangyong
18525	SUV / Cross over	Tự động	0	Xăng	5	Mới	Lắp ráp trong nước	2021	932000000.0	Tucson	Hyundai
22985	SUV / Cross over	Tự động	60000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2015	510000000.0	Rondo	Kia
17563	SUV / Cross over	Tự động	7000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2021	1045000000.0	SantaFe	Hyundai
26577	Hatchback	Tự động	7000	Xăng	5	Đã sử dụng	Nhập khẩu	2016	320000000.0	Grandi10	Hyundai
33470	Sedan	Tự động	114000	Xăng	5	Đã sử dụng	Nhập khẩu	2009	270000000.0	Lacetti	Daewoo
38593	SUV / Cross over	Tự động	30000	Xăng	7	Đã sử dụng	Nhập khẩu	2018	880000000.0	PajeroSport	Mitsubishi
18901	SUV / Cross over	Tự động	400	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2021	1799000000.0	GLCclass	Mercedes Benz
12774	Van/Minivan	Số sàn	320000	Dầu	6	Đã sử dụng	Nhập khẩu	2006	155000000.0	Starex	Hyundai
2266	SUV / Cross over	Tự động	0	Xăng	8	Mới	Lắp ráp trong nước	2020	879000000.0	Innova	Toyota
6399	Van/Minivan	Số sàn	180000	Xăng	2	Đã sử dụng	Nhập khẩu	2013	170000000.0	Morning	Kia
34891	SUV / Cross over	Tự động	55000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2016	468000000.0	Rondo	Kia
14326	SUV / Cross over	Tự động	40000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	619000000.0	Seltos	Kia
21284	SUV / Cross over	Tự động	59000	Xăng	5	Đã sử dụng	Nhập khẩu	2013	1280000000.0	X6	BMW
3706	Sedan	Tự động	80000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	798000000.0	Camry	Toyota
11284	SUV / Cross over	Tự động	80000	Xăng	8	Đã sử dụng	Nhập khẩu	2018	928000000.0	Fortuner	Toyota
2458	Sedan	Tự động	0	Xăng	5	Mới	Nhập khẩu	2021	1679000000.0	3	BMW
26050	Sedan	Tự động	106000	Xăng	5	Đã sử dụng	Nhập khẩu	2008	410000000.0	Eclass	Mercedes Benz
13877	SUV / Cross over	Số sàn	80000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2014	415000000.0	Innova	Toyota
8358	Hatchback	Số sàn	40000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2015	175000000.0	Morning	Kia
26777	SUV / Cross over	Số sàn	62000	Dầu	8	Đã sử dụng	Nhập khẩu	2018	565000000.0	Trailblazer	Chevrolet
25634	Sedan	Tự động	25000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	492000000.0	Accent	Hyundai
38802	Sedan	Tự động	70000	Xăng	4	Đã sử dụng	Nhập khẩu	2013	735000000.0	3Series	BMW
23144	Van/Minivan	Tự động	120000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2016	730000000.0	Sedona	Kia
9614	Sedan	Tự động	40000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	590000000.0	3	Mazda
34821	Sedan	Tự động	30000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	480000000.0	Accent	Hyundai
